network,heuristic,removals,static,threshold,rem_num,network_size,critical_threshold,dismantle_time
net1,DC,"[15, 2, 19, 1, 3, 5, 6, 7, 8, 10]",TRUE,0.5,10,20,0.5,0.0009
net1,BC,"[15, 3, 6, 7, 16, 5]",TRUE,0.5,6,20,0.3,0.0023
net1,Rand,"[1, 6, 7, 3, 13, 10, 2, 11, 4, 14, 16]",TRUE,0.5,11,20,0.55,0.0004
net1,Opt,"[15, 5, 6, 16]",TRUE,0.5,4,20,0.2,0.2572
