network,heuristic,removals,static,threshold,rem_num,network_size,critical_threshold,dismantle_time
net1,DC,"[15, 2, 19, 1, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16]",TRUE,0.2,15,20,0.75,0.0012
net1,BC,"[15, 3, 6, 7, 16, 5, 19, 8, 2, 13, 18, 4, 12, 14]",TRUE,0.2,14,20,0.7,0.0031
net1,Rand,"[14, 15, 5, 3, 2, 18, 6, 1, 11, 0, 10, 8, 13, 12, 4]",TRUE,0.2,15,20,0.75,0.0012
net1,Opt,"[15, 2, 19, 1, 3, 6, 8, 10, 13, 14, 18]",TRUE,0.2,11,20,0.55,41.2146
